GENE	SYMBOL	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000185630	PBX1	1	164524821	164868533	569	87	108993	3.7181	0.00010035
ENSG00000179965	ZNF771	16	30418618	30440920	6	3	108865	3.7147	0.00010171
ENSG00000115607	IL18RAP	2	103035149	103069025	133	12	109125	3.7134	0.00010225
ENSG00000213316	LTC4S	5	179220981	179223648	5	2	108982	3.7102	0.00010354
ENSG00000102753	KPNA3	13	50273447	50367057	278	27	109245	3.7064	0.00010513
ENSG00000141905	NFIC	19	3359561	3469215	169	30	108882	3.7031	0.00010649
ENSG00000196098	OR5K4	3	98072698	98073663	1	1	109357	3.7006	0.00010753
ENSG00000076984	MAP2K7	19	7968728	7979363	22	8	109121	3.6973	0.00010893
ENSG00000162517	PEF1	1	32095463	32110497	20	3	109022	3.6967	0.00010923
ENSG00000154645	CHODL	21	19273580	19639690	559	89	108944	3.6959	0.00010956
ENSG00000163803	PLB1	2	28680012	28866654	526	65	108992	3.6922	0.00011118
ENSG00000213782	DDX47	12	12966250	12982915	30	7	109011	3.6908	0.00011177
ENSG00000181019	NQO1	16	69740899	69760854	52	11	109180	3.6886	0.00011277
ENSG00000168876	ANKRD49	11	94226795	94232749	14	5	109101	3.6874	0.00011329
ENSG00000197943	PLCG2	16	81772702	81991899	776	98	108917	3.6874	0.00011329
ENSG00000003436	TFPI	2	188328957	188430487	199	28	108991	3.6846	0.00011453
ENSG00000185621	LMLN	3	197687071	197770591	212	15	109202	3.6834	0.00011506
ENSG00000089225	TBX5	12	114791736	114846247	92	19	109135	3.6826	0.00011543
ENSG00000182645	CCDC172	10	118083940	118139541	140	16	109109	3.6826	0.00011544
ENSG00000122378	FAM213A	10	82167585	82192753	62	10	109095	3.6795	0.00011685
ENSG00000154928	EPHB1	3	134316643	134979309	1535	147	109054	3.6794	0.00011691
ENSG00000118655	DCLRE1B	1	114447763	114456708	8	4	109047	3.6769	0.00011802
ENSG00000134815	DHX34	19	47852538	47885961	106	12	109255	3.6751	0.00011888
ENSG00000159788	RGS12	4	3294755	3441640	275	37	109023	3.6748	0.00011903
ENSG00000129667	RHBDF2	17	74466973	74497872	91	15	109140	3.6745	0.00011914
ENSG00000042980	ADAM28	8	24151553	24216531	187	8	109129	3.6727	0.00012
ENSG00000167880	EVPL	17	74000583	74023533	29	8	109126	3.6702	0.00012118
ENSG00000135108	FBXO21	12	117581146	117628336	153	8	109122	3.6691	0.00012168
ENSG00000213585	VDAC1	5	133307606	133340824	77	11	109101	3.6687	0.0001219
ENSG00000146038	DCDC2	6	24171984	24358280	615	41	109091	3.6665	0.00012296
ENSG00000154678	PDE1C	7	31790793	32338941	1655	127	109052	3.6654	0.00012346
ENSG00000100242	SUN2	22	39130730	39190148	76	15	109087	3.6626	0.00012482
ENSG00000015413	DPEP1	16	89679716	89704839	40	11	108928	3.6612	0.0001255
ENSG00000133121	STARD13	13	33677272	33924767	485	56	109015	3.6604	0.00012591
ENSG00000117114	LPHN2	1	81771845	82458120	1782	176	109049	3.6586	0.00012679
ENSG00000205710	C17orf107	17	4802713	4806227	8	3	109117	3.6584	0.00012687
ENSG00000184672	RALYL	8	85095022	85834079	1140	51	109098	3.6583	0.00012696
ENSG00000135114	OASL	12	121458095	121477045	43	12	109060	3.6547	0.00012872
ENSG00000113368	LMNB1	5	126112315	126172712	140	18	109062	3.6539	0.00012912
ENSG00000133958	UNC79	14	93799565	94174222	718	29	109118	3.6479	0.00013219
ENSG00000138686	BBS7	4	122745595	122791652	77	10	109163	3.6458	0.00013327
ENSG00000128573	FOXP2	7	113726382	114333827	606	48	109005	3.6418	0.00013537
ENSG00000147255	IGSF1	X	130407480	130533677	107	14	108988	3.6393	0.00013667
ENSG00000137709	POU2F3	11	120107349	120190653	136	23	109014	3.6382	0.00013728
ENSG00000105428	ZNRF4	19	5455426	5456867	10	3	109181	3.6382	0.00013729
ENSG00000156206	C15orf26	15	81299374	81441516	217	23	109004	3.6348	0.00013909
ENSG00000241685	ARPC1A	7	98923521	98985787	117	12	109180	3.6317	0.00014081
ENSG00000162980	ARL5A	2	152645498	152685006	72	11	109257	3.6304	0.00014147
ENSG00000119965	C10orf88	10	124690419	124713919	31	7	109054	3.6296	0.00014193
ENSG00000160199	PKNOX1	21	44394620	44453691	280	20	109215	3.6286	0.00014246
ENSG00000143839	REN	1	204123944	204135465	30	7	109036	3.6285	0.00014254
ENSG00000085511	MAP3K4	6	161412759	161538417	252	23	109066	3.6284	0.00014259
ENSG00000165548	TMEM63C	14	77582911	77725838	386	42	109012	3.6271	0.0001433
ENSG00000136319	TTC5	14	20724717	20774153	101	19	108821	3.6264	0.00014367
ENSG00000179841	AKAP5	14	64932217	64941221	10	4	109248	3.6263	0.00014377
ENSG00000075945	KIFAP3	1	169890467	170054349	445	14	109020	3.6244	0.0001448
ENSG00000126709	IFI6	1	27992572	27998729	11	2	109251	3.6241	0.00014496
ENSG00000017483	SLC38A5	X	48316920	48328644	5	2	108844	3.6238	0.00014518
ENSG00000163013	FBXO41	2	73481810	73511559	19	6	108967	3.6226	0.00014582
ENSG00000072840	EVC	4	5712924	5830772	408	68	109026	3.6223	0.000146
ENSG00000196277	GRM7	3	6811688	7783215	1999	215	108973	3.6211	0.00014669
ENSG00000132849	INADL	1	62208149	62629592	836	78	108999	3.6208	0.00014685
ENSG00000196090	PTPRT	20	40701392	41818610	2387	241	109025	3.6192	0.00014774
ENSG00000169762	TAPT1	4	16162128	16229033	218	21	109188	3.619	0.00014785
ENSG00000205209	SCGB2B2	19	35084234	35166604	329	28	109039	3.6186	0.00014809
ENSG00000273079	GRIN2B	12	13693165	14133053	1023	96	109014	3.6141	0.00015067
ENSG00000170234	PWWP2A	5	159488808	159546430	86	10	109118	3.6116	0.00015215
ENSG00000198797	BRINP2	1	177140633	177251558	168	23	109064	3.6111	0.00015247
ENSG00000162105	SHANK2	11	70313961	70963623	1382	145	109018	3.6087	0.00015387
ENSG00000198730	CTR9	11	10772534	10801290	51	10	109197	3.6072	0.00015477
ENSG00000125458	NT5C	17	73126320	73127890	4	2	109241	3.6063	0.00015532
ENSG00000185088	RPS27L	15	63418071	63450220	106	13	109231	3.6037	0.00015684
ENSG00000251012	RP11-484M3.5	3	118866222	118906654	150	22	109175	3.6019	0.00015795
ENSG00000077152	UBE2T	1	202300785	202311108	13	3	109287	3.6011	0.00015846
ENSG00000127022	CANX	5	179105629	179157926	118	14	109029	3.5949	0.00016229
ENSG00000135116	HRK	12	117293949	117319246	20	5	108820	3.5945	0.00016248
ENSG00000146476	C6orf211	6	151773422	151791236	48	8	109228	3.5935	0.00016315
ENSG00000140092	FBLN5	14	92335756	92414331	109	22	109000	3.5929	0.00016349
ENSG00000170180	GYPA	4	145030457	145061904	120	8	109119	3.5919	0.00016411
ENSG00000196860	TOMM20L	14	58862634	58875419	5	3	108826	3.5912	0.00016457
ENSG00000075413	MARK3	14	103851729	103970168	262	11	109163	3.587	0.00016728
ENSG00000104321	TRPA1	8	72932152	72987852	213	18	109158	3.5864	0.00016762
ENSG00000111142	METAP2	12	95867296	95909615	128	14	109236	3.586	0.00016789
ENSG00000147113	CXorf36	X	45007619	45060146	54	13	108868	3.5831	0.00016979
ENSG00000221914	PPP2R2A	8	26149007	26230196	139	25	109037	3.5789	0.00017251
ENSG00000101349	PAK7	20	9518036	9819689	651	73	109052	3.5782	0.000173
ENSG00000149256	TENM4	11	78363876	79151992	1601	207	108993	3.5745	0.00017542
ENSG00000261833	RP11-58C22.1	16	76587314	76669520	133	29	108981	3.5743	0.00017557
ENSG00000060971	ACAA1	3	38144620	38178733	36	10	108995	3.5733	0.00017626
ENSG00000112893	MAN2A1	5	109025067	109205326	585	28	109124	3.5725	0.00017682
ENSG00000171044	XKR6	8	10753555	11058875	701	46	108944	3.5697	0.00017873
ENSG00000166833	NAV2	11	19372271	20143144	1551	189	109002	3.5696	0.00017875
ENSG00000134440	NARS	18	55267888	55289445	68	11	109186	3.5695	0.00017883
ENSG00000157551	KCNJ15	21	39529128	39679279	336	27	109051	3.5685	0.00017955
ENSG00000175538	KCNE3	11	74165886	74178774	21	5	108896	3.5679	0.00017992
ENSG00000120279	MYCT1	6	153019030	153045702	83	10	108930	3.5653	0.00018174
ENSG00000121964	GTDC1	2	144695635	145090135	468	36	109157	3.5616	0.00018427
ENSG00000106178	CCL24	7	75440983	75452674	50	11	109083	3.5582	0.00018672
ENSG00000138385	SSB	2	170648443	170668574	43	9	109011	3.5551	0.0001889
ENSG00000184009	ACTG1	17	79476997	79490873	62	10	109129	3.5546	0.00018929
ENSG00000175115	PACS1	11	65837834	66012218	263	18	109027	3.5541	0.00018967
ENSG00000215346	AF131215.5	8	10983980	10987745	6	3	109036	3.5521	0.0001911
ENSG00000122574	WIPF3	7	29846102	29956682	270	36	109029	3.549	0.00019337
ENSG00000269179	CTC-326K19.6	19	50412758	50461648	94	20	109113	3.5466	0.00019512
ENSG00000126467	TSKS	19	50243010	50266587	26	5	109122	3.5464	0.00019528
ENSG00000140263	SORD	15	45315302	45369383	78	8	109085	3.5453	0.00019607
ENSG00000174417	TRHR	8	110098850	110131813	95	14	108989	3.5426	0.0001981
ENSG00000229314	ORM1	9	117085336	117088755	2	1	109037	3.5394	0.0002005
ENSG00000139629	GALNT6	12	51745031	51786651	57	15	109025	3.5373	0.00020209
ENSG00000173482	PTPRM	18	7566780	8406859	1970	158	109071	3.5361	0.000203
ENSG00000167315	ACAA2	18	47309869	47340330	60	9	109098	3.5353	0.00020365
ENSG00000165355	FBXO33	14	39866873	39901704	86	10	109131	3.5347	0.00020411
ENSG00000007908	SELE	1	169691781	169733846	243	11	109271	3.5346	0.00020421
ENSG00000196371	FUT4	11	94277017	94283063	4	2	108925	3.5332	0.0002053
ENSG00000145982	FARS2	6	5261277	5771813	1238	143	109024	3.533	0.00020541
ENSG00000106245	BUD31	7	99006264	99017239	24	6	109137	3.5322	0.00020607
ENSG00000121764	HCRTR1	1	32083287	32098119	30	4	109226	3.532	0.00020618
ENSG00000105173	CCNE1	19	30302805	30315215	16	8	108891	3.5294	0.00020824
ENSG00000255038	RP11-1167A19.2	11	65834748	65837090	3	2	108843	3.5287	0.00020882
ENSG00000103642	LACTB	15	63413999	63434260	52	6	109236	3.5278	0.0002095
ENSG00000100985	MMP9	20	44637547	44645200	22	6	109182	3.526	0.00021092
ENSG00000070748	CHAT	10	50817141	50901925	153	28	109055	3.5259	0.00021099
ENSG00000196470	SIAH1	16	48390275	48482313	88	13	109077	3.5252	0.00021157
ENSG00000166546	BEAN1	16	66461200	66527432	88	16	108970	3.5243	0.00021227
ENSG00000167359	OR51I1	11	5461800	5462744	6	2	109240	3.5221	0.00021405
ENSG00000016402	IL20RA	6	137321108	137366298	56	13	109126	3.5221	0.00021408
ENSG00000171561	OR2AT4	11	74799758	74800799	1	1	109291	3.5212	0.0002148
ENSG00000189046	ALKBH2	12	109525996	109531436	7	4	109138	3.5212	0.00021483
ENSG00000128915	NARG2	15	60711808	60771359	102	9	109089	3.52	0.00021578
ENSG00000143862	ARL8A	1	202102532	202113869	14	5	109052	3.5198	0.00021594
ENSG00000166337	TAF10	11	6627526	6633898	15	3	109153	3.5178	0.00021755
ENSG00000177548	RABEP2	16	28915742	28947847	21	3	108787	3.5175	0.00021785
ENSG00000154655	L3MBTL4	18	5954705	6415236	879	95	109079	3.5164	0.00021875
ENSG00000133800	LYVE1	11	10578513	10633236	128	19	109084	3.5159	0.00021916
ENSG00000269533	AC003002.6	19	57901252	57931362	54	11	109124	3.5156	0.0002194
ENSG00000137942	FNBP1L	1	93913688	94020218	109	17	108945	3.5138	0.00022091
ENSG00000198795	ZNF521	18	22641890	22932154	555	67	109029	3.5127	0.00022179
ENSG00000203795	FAM24A	10	124670217	124672627	3	1	108788	3.5112	0.00022306
ENSG00000073331	ALPK1	4	113206665	113363776	316	49	109025	3.5105	0.00022365
ENSG00000169683	LRRC45	17	79981178	79989027	8	3	109038	3.5081	0.00022568
ENSG00000110723	EXPH5	11	108376158	108464465	157	22	109045	3.508	0.00022572
ENSG00000186448	ZNF197	3	44626380	44689963	73	8	109159	3.5079	0.00022582
ENSG00000171631	P2RY6	11	72975550	73009662	42	4	108915	3.5066	0.00022693
ENSG00000151929	BAG3	10	121410882	121437331	54	9	108956	3.5055	0.00022789
ENSG00000132664	POLR3F	20	18447771	18465287	50	8	109161	3.5051	0.00022822
ENSG00000009954	BAZ1B	7	72854728	72936608	105	11	109242	3.5032	0.00022986
ENSG00000186716	BCR	22	23521891	23660224	307	34	109051	3.5024	0.00023051
ENSG00000177570	SAMD12	8	119201698	119634234	860	77	109068	3.501	0.00023173
ENSG00000153956	CACNA2D1	7	81575760	82073114	910	109	109042	3.5009	0.00023182
ENSG00000125484	GTF3C4	9	135545422	135570342	74	6	109160	3.4997	0.00023287
ENSG00000078140	UBE2K	4	39699664	39784412	229	17	109113	3.499	0.00023352
ENSG00000020577	SAMD4A	14	55033815	55260033	388	92	109050	3.4989	0.00023362
ENSG00000159069	FBXW5	9	139834887	139839148	4	2	109185	3.4958	0.00023635
ENSG00000123901	GPR83	11	94110477	94134585	97	14	109140	3.495	0.00023703
ENSG00000116035	VAX2	2	71127720	71160576	70	17	109020	3.4945	0.0002375
ENSG00000072609	CHFR	12	133398773	133532890	322	24	109167	3.4927	0.00023908
ENSG00000259803	SLC22A31	16	89262406	89268072	17	4	109063	3.49	0.00024149
ENSG00000139364	TMEM132B	12	125671382	126146917	1058	125	109035	3.4882	0.00024312
ENSG00000008324	SS18L2	3	42623332	42636606	32	6	109102	3.4836	0.0002474
ENSG00000168575	SLC20A2	8	42273993	42397069	179	22	109131	3.4832	0.00024772
ENSG00000183979	NPB	17	79858621	79860781	1	1	108494	3.4821	0.00024879
ENSG00000134532	SOX5	12	23682440	24103966	661	110	108910	3.4806	0.00025013
ENSG00000105705	SUGP1	19	19386827	19431653	83	10	109066	3.479	0.0002516
ENSG00000157734	SNX22	15	64443914	64449680	9	4	108888	3.4785	0.00025208
ENSG00000120063	GNA13	17	63006833	63052957	5	3	109250	3.4785	0.00025208
ENSG00000237541	HLA-DQA2	6	32709119	32714992	70	7	109232	3.4782	0.0002524
ENSG00000163959	SLC51A	3	195938358	195970049	80	12	108888	3.4764	0.00025408
ENSG00000103528	SYT17	16	19179293	19279652	112	26	109052	3.4731	0.00025729
ENSG00000169018	FEM1B	15	68570141	68588203	11	6	108904	3.4725	0.00025779
ENSG00000141503	MINK1	17	4736683	4801356	148	15	109106	3.4717	0.00025855
ENSG00000214556	C17orf98	17	36991341	36997708	19	6	108881	3.4713	0.00025893
ENSG00000186105	LRRC70	5	61874562	61877275	2	1	109169	3.4713	0.00025895
ENSG00000133083	DCLK1	13	36345478	36705443	897	103	109065	3.4706	0.00025963
ENSG00000214700	C12orf71	12	27233991	27235447	10	4	109315	3.4692	0.000261
ENSG00000107831	FGF8	10	103529899	103535854	2	1	108564	3.4642	0.00026592
ENSG00000150672	DLG2	11	83166055	85338966	4985	213	109036	3.462	0.00026808
ENSG00000198833	UBE2J1	6	90036344	90062567	30	11	108905	3.4615	0.00026856
ENSG00000255098	RP11-481A20.11	8	11870545	11873043	2	1	108341	3.4582	0.00027186
ENSG00000100578	KIAA0586	14	58894103	59015216	107	26	108968	3.4581	0.00027198
ENSG00000163359	COL6A3	2	238232646	238323018	169	29	109055	3.457	0.0002731
ENSG00000120318	ARAP3	5	141032968	141061788	46	14	108927	3.4564	0.00027369
ENSG00000166123	GPT2	16	46918290	46965209	28	12	109045	3.4518	0.00027841
ENSG00000261832	CLN3	16	28477974	28503333	20	3	109190	3.4498	0.00028053
ENSG00000125246	CLYBL	13	100258919	100549387	595	74	109013	3.4493	0.00028099
ENSG00000182628	SKA2	17	57187312	57232630	34	8	109046	3.4492	0.00028109
ENSG00000150527	CTAGE5	14	39734488	39856156	248	18	108986	3.4484	0.000282
ENSG00000160050	CCDC28B	1	32665987	32670988	1	1	109360	3.4481	0.00028229
ENSG00000148572	NRBF2	10	64893050	64914783	38	8	109199	3.4478	0.00028257
ENSG00000181072	CHRM2	7	136553416	136705002	332	31	109021	3.4478	0.00028258
ENSG00000167491	GATAD2A	19	19496635	19619740	164	11	109227	3.4475	0.00028291
ENSG00000084636	COL16A1	1	32117848	32169920	64	13	108964	3.4468	0.00028361
ENSG00000147604	RPL7	8	74202506	74208024	13	6	109171	3.4465	0.00028399
ENSG00000100982	PCIF1	20	44563267	44576662	21	7	109198	3.4463	0.0002842
ENSG00000168488	ATXN2L	16	28834356	28848558	24	2	109295	3.4456	0.00028486
ENSG00000176912	C18orf56	18	641320	658340	23	7	108903	3.4448	0.00028578
ENSG00000109906	ZBTB16	11	113930315	114121398	408	70	109012	3.4443	0.0002863
ENSG00000172497	ACOT12	5	80625824	80689998	143	27	109015	3.4442	0.00028637
ENSG00000166166	TRMT61A	14	103995521	104003410	7	1	109176	3.4436	0.00028699
ENSG00000131398	KCNC3	19	50815194	50836772	39	9	109003	3.4436	0.00028701
ENSG00000188404	SELL	1	169659808	169680839	88	13	109196	3.4403	0.00029052
ENSG00000066248	NGEF	2	233743396	233877982	322	44	108906	3.4393	0.00029164
ENSG00000142173	COL6A2	21	47518011	47552763	104	17	108953	3.4373	0.00029379
ENSG00000082515	MRPL22	5	154320630	154348971	62	9	109143	3.4373	0.0002938
ENSG00000106688	SLC1A1	9	4490444	4587469	174	29	108955	3.4361	0.00029503
ENSG00000149292	TTC12	11	113185251	113254266	76	15	109056	3.4329	0.00029863
ENSG00000132405	TBC1D14	4	6910969	7034845	405	28	109105	3.4324	0.00029918
ENSG00000164023	SGMS2	4	108745719	108836203	118	23	108930	3.43	0.00030178
ENSG00000100906	NFKBIA	14	35870717	35873955	7	3	109224	3.4285	0.00030344
ENSG00000224867	AC096644.1	1	220603286	220608023	24	4	109237	3.4282	0.00030383
ENSG00000114853	ZBTB47	3	42695176	42709072	16	5	108916	3.4271	0.00030501
ENSG00000174871	CNIH2	11	66045661	66052772	7	3	108879	3.4269	0.00030523
ENSG00000077157	PPP1R12B	1	202317827	202561834	283	14	109048	3.4266	0.00030562
ENSG00000221866	PLXNA4	7	131808091	132333447	1183	131	109037	3.4257	0.00030658
ENSG00000196865	NHLRC2	10	115614420	115676953	45	11	109112	3.4244	0.00030803
ENSG00000197756	RPL37A	2	217362912	217443903	154	27	109026	3.4216	0.0003113
ENSG00000069869	NEDD4	15	56119120	56285944	592	25	109086	3.4215	0.00031139
ENSG00000104824	HNRNPL	19	39327028	39342987	25	5	108962	3.4208	0.00031218
ENSG00000153253	SCN3A	2	165944032	166060577	227	19	109130	3.4203	0.00031271
ENSG00000260272	RP11-20I23.1	16	2546033	2570219	9	5	109181	3.4198	0.00031336
ENSG00000158805	ZNF276	16	89786808	89807311	68	13	108930	3.4187	0.00031457
ENSG00000204193	TXNDC8	9	113065801	113100127	88	19	109149	3.4181	0.00031531
ENSG00000009950	MLXIPL	7	73007524	73038873	72	9	109107	3.4162	0.00031752
ENSG00000185668	POU3F1	1	38509523	38512450	1	1	109175	3.4151	0.00031881
ENSG00000179988	PSTK	10	124713897	124757029	110	13	109138	3.4144	0.0003196
ENSG00000269515	AL137026.1	10	44873687	44878739	20	5	108977	3.4141	0.00032001
ENSG00000188603	CLN3	16	28477983	28506896	24	3	109191	3.4139	0.00032022
ENSG00000256053	APOPT1	14	104029299	104073860	98	11	108908	3.4134	0.00032074
ENSG00000165621	OXGR1	13	97637973	97646984	9	3	109163	3.4122	0.00032218
ENSG00000161813	LARP4	12	50786166	50873787	136	8	109277	3.4113	0.00032326
ENSG00000164830	OXR1	8	107282473	107764922	1060	71	109106	3.4083	0.00032688
ENSG00000250361	GYPB	4	144917257	145061844	278	23	109098	3.4077	0.00032751
ENSG00000062194	GPBP1	5	56469775	56560506	145	17	109104	3.4074	0.00032795
ENSG00000153498	SPACA7	13	113030633	113089003	217	21	109114	3.4032	0.00033298
ENSG00000136205	TNS3	7	47314752	47622156	592	66	109015	3.4026	0.00033377
ENSG00000123933	MXD4	4	2249159	2264021	33	3	109033	3.4021	0.0003344
ENSG00000005108	THSD7A	7	11409984	11871824	1203	109	108991	3.4008	0.00033592
ENSG00000189283	FHIT	3	59735036	61237133	4743	397	108993	3.3994	0.00033766
ENSG00000178952	TUFM	16	28853732	28857729	7	2	109358	3.3986	0.00033867
ENSG00000189030	VHLL	1	156268415	156269428	2	1	108953	3.3983	0.00033909
ENSG00000138443	ABI2	2	204192942	204312446	164	22	109183	3.3977	0.00033974
ENSG00000114923	SLC4A3	2	220492049	220506702	18	4	109047	3.3975	0.00034001
ENSG00000258941	RP11-407N17.3	14	39703106	39820397	244	18	109080	3.3958	0.00034219
ENSG00000196776	CD47	3	107762145	107809872	48	9	108847	3.3938	0.00034469
ENSG00000115758	ODC1	2	10580094	10588630	12	3	108998	3.3927	0.00034603
ENSG00000171132	PRKCE	2	45878484	46415129	1230	178	109006	3.3923	0.0003465
ENSG00000105223	PLD3	19	40854363	40886346	38	11	108961	3.3923	0.00034652
ENSG00000162434	JAK1	1	65298912	65432187	318	31	108978	3.3921	0.00034684
ENSG00000204463	BAG6	6	31606805	31620482	41	12	109345	3.3906	0.00034871
ENSG00000174851	YIF1A	11	66052051	66056641	6	2	109013	3.3876	0.00035255
ENSG00000152380	FAM151B	5	79783788	79838382	101	15	109110	3.3866	0.00035376
ENSG00000198937	CCDC167	6	37450696	37467698	33	8	109145	3.3864	0.00035412
ENSG00000129657	SEC14L1	17	75082798	75213179	364	45	109087	3.3837	0.00035762
ENSG00000130382	MLLT1	19	6212966	6279959	167	14	109120	3.3822	0.00035951
ENSG00000117143	UAP1	1	162531323	162569627	44	9	108950	3.3806	0.00036158
ENSG00000188732	FAM221A	7	23719749	23742868	78	13	109044	3.3806	0.00036165
ENSG00000126878	AIF1L	9	133971863	133998539	53	10	108931	3.3805	0.00036183
ENSG00000157890	MEGF11	15	66187417	66546085	807	114	109020	3.3798	0.00036269
ENSG00000136802	LRRC8A	9	131644391	131680318	28	10	108970	3.3768	0.00036664
ENSG00000122674	CCZ1	7	5938356	5965605	2	1	108464	3.3767	0.00036683
ENSG00000146648	EGFR	7	55086714	55324313	529	80	109045	3.3762	0.00036751
ENSG00000100664	EIF5	14	103799881	103811362	27	6	109077	3.3747	0.00036952
ENSG00000243284	VSIG8	1	159824106	159832447	11	5	108939	3.3745	0.00036969
ENSG00000107404	DVL1	1	1270656	1284730	32	5	109106	3.374	0.00037044
ENSG00000188624	IGFL3	19	46623328	46627931	7	1	108972	3.3715	0.00037381
ENSG00000159217	IGF2BP1	17	47074774	47133012	84	11	109080	3.3702	0.00037562
ENSG00000213593	TMX2	11	57480072	57508445	43	5	109270	3.368	0.00037852
ENSG00000107736	CDH23	10	73156691	73575702	907	129	109039	3.3615	0.00038765
ENSG00000128585	MKLN1	7	130794855	131181395	763	94	109033	3.3613	0.00038795
ENSG00000184281	TSSC4	11	2421718	2425106	3	2	109210	3.3594	0.0003906
ENSG00000130684	ZNF337	20	25654851	25677477	44	6	109216	3.3587	0.00039157
ENSG00000025708	TYMP	22	50964181	50968485	10	4	109139	3.3585	0.00039178
ENSG00000116833	NR5A2	1	199996730	200146552	345	51	109035	3.3584	0.00039203
ENSG00000155906	RMND1	6	151725989	151773259	151	14	109057	3.356	0.00039542
ENSG00000145287	PLAC8	4	84011201	84058228	36	8	109071	3.3559	0.00039553
ENSG00000121898	CPXM2	10	125465723	125699783	693	88	109018	3.3554	0.0003963
ENSG00000151320	AKAP6	14	32798479	33300567	1039	117	108991	3.3527	0.00040008
ENSG00000125354	SEPT6	X	118749687	118827333	52	11	108975	3.3525	0.00040037
ENSG00000039560	RAI14	5	34656342	34832732	326	61	108984	3.3513	0.00040216
ENSG00000204531	POU5F1	6	31132119	31148508	170	25	109284	3.351	0.00040257
ENSG00000162065	TBC1D24	16	2525147	2555735	8	4	109124	3.3501	0.00040392
ENSG00000187581	COX8C	14	93813537	93814702	8	3	109269	3.3476	0.00040761
ENSG00000168903	BTNL3	5	180415845	180433727	19	3	109106	3.3475	0.00040778
ENSG00000165899	OTOGL	12	80603233	80772870	263	24	109146	3.3462	0.0004096
ENSG00000162576	MXRA8	1	1288069	1297157	22	3	109148	3.346	0.00040991
ENSG00000080503	SMARCA2	9	2015342	2193624	363	64	108964	3.346	0.00040999
ENSG00000177455	CD19	16	28943260	28950667	4	2	109014	3.3459	0.00041006
ENSG00000196932	TMEM26	10	63166401	63213208	107	17	109021	3.3459	0.00041008
ENSG00000106460	TMEM106B	7	12250867	12282993	187	9	109059	3.3442	0.00041256
ENSG00000093183	SEC22C	3	42589461	42642572	117	12	109202	3.3433	0.00041398
ENSG00000115526	CHST10	2	101008327	101034118	51	7	109210	3.3426	0.00041497
ENSG00000217930	PAM16	16	4381550	4405608	44	9	109150	3.3426	0.00041498
ENSG00000138172	CALHM2	10	105206543	105212660	6	3	109189	3.3402	0.00041862
ENSG00000178188	SH2B1	16	28857921	28885526	43	2	109297	3.3401	0.00041872
ENSG00000106244	PDAP1	7	98989671	99006452	19	4	109167	3.3401	0.0004188
ENSG00000117592	PRDX6	1	173446405	173457946	13	3	109219	3.3374	0.00042284
ENSG00000060982	BCAT1	12	24964295	25102393	398	48	109043	3.337	0.00042347
ENSG00000161640	SIGLEC11	19	50452242	50464429	19	4	109028	3.3363	0.00042454
